股票代码
870656
688687
688590
688581
688552
688531
688334
605567
605389
605296
605099
605098
605016
605009
603937
603798
603706
603421
603338
603227
603113
603090
603058
603022
601686
601666
601086
600862
600820
600794
600775
600658
600575
600531
600488
600449
600435
600416
600397
600355
600302
600268
600261
600076
301515
301397
301367
301363
301308
301297
301287
301279
301258
301251
301225
301218
301170
301161
301152
301125
301123
301092
301068
301067
301062
301045
301043
301042
301031
301013
300979
300959
300955
300950
300927
300918
300896
300860
300856
300855
300840
300821
300818
300817
300801
300780
300732
300730
300723
300713
300706
300686
300683
300681
300668
300641
300639
300633
300623
300610
300597
300578
300561
300534
300528
300504
300425
300421
300403
300397
300394
300371
300340
300337
300321
300319
300294
300289
300256
300237
300233
300223
300188
300187
300165
300164
300137
300092
300066
300049
003041
003037
003035
003031
003023
003013
003000
002993
002961
002957
002955
002951
002947
002941
002939
002932
002922
002911
002905
002895
002890
002871
002828
002827
002816
002800
002798
002773
002755
002748
002700
002698
002695
002679
002639
002606
002600
002567
002566
002552
002547
002527
002500
002486
002483
002471
002466
002452
002451
002448
002445
002438
002426
002419
002418
002413
002391
002389
002387
002386
002379
002363
002357
002343
002334
002333
002321
002316
002302
002290
002287
002277
002275
002274
002272
002270
002256
002247
002217
002211
002205
002204
002200
002191
002179
002162
002152
002148
002144
002125
002122
002100
002090
002084
002073
002060
002059
002055
002053
002047
002039
002036
002035
002012
001380
001332
001324
001318
001316
001313
001301
001282
001222
001206
001205
001202
000999
000997
000973
000970
000966
000960
000955
000937
000933
000922
000920
000919
000895
000892
000878
000828
000826
000791
000786
000768
000762
000757
000729
000728
000722
000719
000713
000686
000631
000612
000603
000572
000563
000554
000552
000548
000545
000532
000530
000509
000507
000426
000419
000401
000400
000159
000151
000063
000036
000027
000019
000004
301286
002598
000158
301337
301022
300939
300124
002687
002596
002590
002460
002330
002157
001238
688550
603172
600711
301520
301182
301128
301048
300951
300699
300691
300630
300600
300385
300292
300291
300212
300144
300122
300106
300083
300080
300057
002978
002912
002893
002864
002382
002356
002135
002103
001217
000948
000759
000716
000564
000553
000066
000050
000012
688667
601368
600671
301196
301112
301023
300977
300956
300667
300660
300647
300586
300510
300483
300402
300359
300197
300173
300167
300136
300099
300096
300087
300054
003043
003002
003001
002857
002818
002677
002672
002661
002497
002487
002436
002297
002124
002089
001379
000875
000752
000735
000601
000560
000416
000008
688689
605090
601169
601033
600206
301332
301278
300786
300603
300602
300248
300227
300074
002959
002875
002873
002681
002365
002332
002019
002004
001323
001228
000950
000736
000721
000628
000627
000576
000523
605288
605177
603906
603225
600967
301272
301083
301049
301003
301000
300965
300884
300830
300808
300787
300751
300266
300253
300230
300168
300067
003027
002986
002980
002966
002929
002852
002779
002767
002750
002576
002564
002526
002456
002425
002366
002314
002225
002184
002164
002161
002074
001914
001227
001211
000886
000852
000798
000589
000536
831396
688500
688363
605166
603929
603577
600850
301567
301439
301338
301336
301312
301172
301127
301113
301038
301036
300975
300941
300893
300890
300889
300883
300862
300854
300851
300844
300824
300819
300809
300752
300740
300675
300673
300644
300615
300611
300595
300474
300467
300427
300069
300029
300006
003009
002989
002971
002956
002927
002903
002897
002896
002851
002849
002846
002807
002802
002692
002663
002660
002631
002561
002546
002480
002476
002368
002224
002030
001296
000980
000938
000885
000848
000779
000738
000695
000685
000635
000632
000520
000058
300327
301526
002805
002510
002246
002237
002117
688678
603978
603955
603214
601065
600745
600727
600719
600603
600419
301357
301315
301302
301290
301265
301235
301206
301137
301105
301076
301056
300999
300989
300962
300935
300933
300770
300763
300724
300698
300437
300413
300412
300407
300398
300388
300378
300374
300314
300311
300271
300238
300228
300218
300121
300070
300017
002987
002923
002841
002839
002829
002808
002765
002719
002635
002592
002580
002536
002494
002449
002432
002428
002412
002394
002376
002373
002353
002282
002271
002254
002252
002223
002189
002182
002163
002149
002132
002092
002046
001311
001255
000977
000962
000913
000881
000810
000803
000727
000710
000678
000571
000566
000547
000543
000537
000153
000021
688291
605500
605338
605069
603380
603289
601609
601168
601137
600935
600742
600372
600256
600243
600162
301511
301509
301448
301389
301388
301361
301226
301220
301219
301187
301185
301153
301122
301108
301097
301091
301090
301069
301065
301029
301007
300996
300994
300991
300985
300894
300877
300839
300831
300782
300777
300679
300634
300613
300581
300567
300543
300523
300520
300333
300287
300180
300119
300114
300085
300072
300052
002999
002906
002900
002891
002883
002830
002826
002822
002813
002705
002690
002670
002666
002530
002523
002485
002424
002371
002289
002198
002171
002105
002099
002007
001309
001258
001218
000995
000993
000927
000831
000720
000715
000505
000423
000068
688400
603312
601886
300250
001387
000961
000402
688005
605399
603325
603167
603159
600477
301486
300334
300194
002384
002114
000976
000839
688187
301223
301126
300737
300373
300363
300261
300160
300045
300002
002997
002981
002801
002312
002165
000912
300971
300911
300666
300485
002574
688576
603496
600985
600722
600720
301365
301268
301077
300916
300725
300680
300604
300558
300346
300014
002991
002843
002534
002532
002375
002335
002266
002190
002110
001326
000026
688297
601636
301089
301005
300672
300538
300476
300409
300079
002960
002915
002401
002232
002192
002061
002052
002049
000672
603612
600800
301362
301353
301211
301012
300969
300936
300826
300810
300765
300722
300575
300490
300489
300461
300360
300183
002733
002620
002518
002467
002457
002430
002406
002378
002340
002129
002086
002041
001373
000978
000718
000592
000510
000410
688717
688329
603839
603200
603151
301396
301323
301311
301227
301177
301175
301155
301019
300949
300923
300880
300847
300717
300690
300637
300594
300576
300555
300549
300506
300445
300317
300264
300259
300195
300109
300088
300005
003019
002878
002842
002837
002791
002641
002601
002585
002573
002320
002244
002241
002218
002140
002040
002002
000788
000753
000731
000668
000663
000636
000061
000042
688661
688268
688216
688211
603336
603065
600697
600523
301380
301192
301087
300814
300629
300584
300247
300123
300042
002823
002727
002640
002637
002328
002111
001872
001267
000926
000911
000737
000657
000652
000541
000506
000070
000069
000049
000009
873806
603528
601061
601005
600316
600110
600063
301566
301261
301181
301047
300593
300564
300236
300155
300135
300102
002514
002369
000790
000609
000513
000059
688097
605258
600292
301578
300917
300747
300500
002659
002630
002475
000876
000411
000034
603004
600321
301257
300554
002946
002697
002686
002347
001287
603927
603330
300044
300030
002913
002859
002793
002713
002342
300654
300964
688246
688146
603458
603160
301058
300983
300775
002885
002691
002683
002408
002286
002265
000936
000629
000403
688185
603327
601096
600871
600373
600119
301100
301081
301028
300438
002440
002434
002207
001286
000793
000655
300605
300383
001358
000567
603373
301372
301232
002766
002299
000046
601699
301131
601872
301413
300987
300609
300491
300206
002712
002193
000688
871263
603231
301202
300693
003005
603466
002621
002548
301489
301459
002395
002222
001229
000868
301248
300733
300047
003004
002251
001239
603995
601012
600506
002649
688592
603903
301516
001299
603601
600425
301221
300907
300488
688720
301368
300997
300547
300288
000413
605081
601083
301370
301106
300640
300486
003038
002380
002219
002975
688458
301529
301215
300478
300426
002196
002081
000851
000062
000005
301508
301079
600571
688652
301070
600996
301568
301310
301120
300674
002437
002249
301418
301002
300556
002740
002261
002097
000983
301371
301325
301228
300522
300428
300036
002085
000637
873703
605168
300262
300097
002239
603389
301259
301099
002742
002310
002231
000519
835579
688603
000930
603488
002206
600901
301150
300662
002734
002517
000982
688653
688466
300514
002850
001306
688235
603273
